,Sufficient Food,Sufficient to Drink,Safe Sanitation,Education ,Healthy Life,Gender Equality,Income Distribution,Population Growth,Good Governance,"Biodiversity 
forest area","Biodiversity 
protect. area",Renewable Water Resources,Consumption,Energy Use,Energy Savings,Greenhouse Gases,Renewable Energy,Organic Farming,Genuine Savings,GDP,Employment,Public Debt
Cameroon,15.0,70.0,44.2,54.8,47.9,0.6,13.4,10.7,-5.3,-4.7,13.8,0.3,0.9,0.3,0.2,0.2,72.4,0.0,-1.7,2543.53,4.2,11.5
Canada,0.0,99.8,99.8,93.0,71.3,0.7,9.6,4.1,9.7,-0.1,11.4,1.4,3.0,8.2,0.0,16.3,16.8,0.9,7.1,39844.44,6.1,81.1
Central African Republic,35.3,66.2,19.9,39.7,42.3,0.6,38.2,7.5,-7.9,-0.3,22.2,0.5,1.3,0.3,0.0,0.1,85.1,0.1,-0.7,882.89,7.0,32.3
Chad,41.1,48.7,11.2,40.9,43.8,0.5,16.1,14.3,-9.2,-0.6,19.5,1.9,1.5,0.3,0.0,0.1,85.1,0.0,-0.7,2193.39,7.1,30.1
Chile,5.0,97.6,96.6,88.7,69.5,0.7,27.3,4.6,6.7,0.5,10.9,3.8,2.5,1.8,-0.1,4.0,24.5,0.1,2.6,18904.09,7.8,8.6
China,13.3,88.5,59.0,66.3,67.4,0.7,17.5,2.1,-3.0,2.5,16.4,9.4,1.0,1.7,-0.3,5.0,12.0,0.4,32.8,9156.88,4.4,35.1
Colombia,9.6,90.8,78.4,86.3,64.2,0.7,48.8,4.9,-2.4,-2.9,17.6,0.5,1.3,0.7,-0.1,1.2,25.4,0.1,3.6,10805.72,11.1,36.4
Congo,32.5,73.3,13.9,55.1,53.2,0.6,16.2,12.8,-6.7,-0.4,34.9,0.6,0.8,0.4,-0.2,0.4,61.7,0.1,-103.6,5766.21,6.6,22.9
Congo Democratic Rep.,0.0,50.0,26.0,55.5,48.8,0.6,15.8,13.8,-9.2,-1.4,15.0,0.6,0.8,0.3,0.0,0.0,97.2,0.0,-24.7,563.43,8.2,31.9
Costa Rica,5.3,96.8,93.5,77.8,69.5,0.7,27.1,5.7,2.9,4.5,47.0,2.8,1.5,1.0,-0.1,1.5,51.1,0.4,16.1,12755.95,4.9,28.4
Cote d'Ivoire,14.5,80.1,20.2,40.4,69.0,0.6,17.7,8.6,-7.7,0.2,22.7,1.8,1.0,0.5,0.0,0.3,75.9,0.0,5.4,2578.51,4.1,63.0
Croatia,0.0,99.0,97.1,81.4,67.9,0.7,8.5,-0.3,2.1,0.6,16.0,0.6,2.0,2.2,0.0,4.5,16.6,0.8,9.9,19453.63,8.4,57.0
Cuba,5.0,92.9,90.7,104.1,68.3,0.7,17.1,0.3,-3.6,4.9,4.2,13.8,0.8,1.0,0.0,2.3,13.1,0.2,2.4,17443.40,1.6,20.2
Cyprus,0.0,100.0,100.0,81.3,70.2,0.7,7.1,5.6,7.1,0.1,9.2,22.5,1.7,3.3,-0.1,9.8,3.7,1.6,7.8,33759.74,3.6,56.3
Czech Republic,0.0,99.9,99.1,85.9,67.9,0.7,5.9,2.3,5.3,0.3,23.2,14.8,2.4,4.3,0.0,11.1,4.9,8.0,9.0,27431.15,4.4,38.2
Denmark,0.0,100.0,99.6,99.9,69.7,0.8,17.0,1.9,11.2,0.0,26.0,7.7,3.8,3.5,0.0,8.9,16.9,5.6,12.3,41726.12,3.4,42.9
Dominican Republic,19.8,86.2,81.3,77.8,64.7,0.7,22.8,5.7,-2.1,6.9,19.5,11.3,0.7,0.8,-0.1,1.9,13.4,6.3,17.1,11467.06,14.2,23.8
Ecuador,15.8,83.9,78.5,83.8,66.0,0.7,34.2,7.0,-5.0,-3.2,31.0,2.2,1.1,0.7,0.0,1.8,16.4,1.0,6.5,9115.86,6.0,19.7
Egypt,5.0,97.8,93.3,71.4,61.1,0.6,6.7,7.3,-3.0,0.0,18.2,120.8,1.1,0.9,-0.3,2.2,3.9,1.1,3.1,10850.78,8.7,69.6
El Salvador,11.5,88.5,69.4,77.5,61.6,0.7,21.2,1.2,-0.8,-2.2,8.5,8.6,1.2,0.7,0.0,1.0,55.4,0.4,1.3,7088.53,5.9,49.7
Estonia,0.0,99.4,97.1,92.0,66.7,0.7,8.8,-1.5,6.2,-0.2,27.4,14.0,3.3,4.1,-0.1,13.3,11.8,9.6,12.5,21724.08,5.5,6.6
Ethiopia,39.5,43.9,19.1,53.0,52.6,0.6,7.8,11.3,-5.5,-1.4,23.5,4.6,0.9,0.5,0.0,0.1,95.2,0.4,14.5,1110.83,5.2,39.6
Finland,0.0,100.0,97.5,101.3,69.8,0.8,6.1,1.8,10.9,-0.6,13.3,6.0,2.3,6.7,0.1,10.5,25.8,6.6,15.1,38741.41,6.3,47.1
France,0.0,100.0,98.7,93.9,71.6,0.7,8.5,2.4,7.6,2.1,28.6,14.6,2.6,4.1,0.0,5.4,7.0,2.1,10.1,37284.25,7.4,81.5
Gabon,5.0,89.9,40.5,75.4,53.5,0.6,14.6,9.4,-3.7,0.0,29.0,0.8,0.8,2.8,-0.5,1.4,82.9,0.0,-10.4,15325.70,21.2,20.5
Gambia,11.2,87.7,58.9,56.5,51.9,0.7,20.6,13.8,-3.0,1.9,7.5,1.1,0.9,0.3,0.0,0.1,85.1,0.0,-12.3,1577.19,7.1,69.6
Georgia,7.6,95.3,90.5,75.4,65.3,0.7,15.4,-5.1,-0.9,0.9,6.5,2.9,0.8,0.7,-0.1,1.1,33.5,0.0,-5.1,6568.29,16.5,42.4
Germany,0.0,100.0,99.2,95.3,70.4,0.8,7.7,-0.7,8.7,0.2,35.9,9.1,1.9,4.1,0.0,9.6,7.0,5.4,12.9,40117.59,7.5,81.0
Ghana,7.3,80.7,13.0,63.7,53.5,0.7,17.2,10.9,0.2,1.3,17.1,1.7,1.5,0.3,0.0,0.3,57.4,0.2,-1.4,3100.37,4.3,46.3
Greece,0.0,99.8,98.0,96.2,71.0,0.7,11.5,1.1,3.6,2.3,21.5,14.2,2.2,2.7,0.0,8.5,5.6,3.8,-2.0,28961.80,7.7,145.8
Guatemala,15.2,89.4,60.2,68.8,60.5,0.6,36.9,9.4,-3.4,-4.5,63.3,2.6,1.2,0.6,0.0,0.7,59.7,0.2,4.1,6694.20,2.8,24.1
Guinea,18.9,70.8,16.8,48.3,50.1,0.6,11.6,10.8,-8.6,-1.5,40.7,0.2,1.3,0.3,0.0,0.1,85.1,0.1,-28.0,1137.39,2.0,99.6
Guinea-Bissau,23.8,66.1,17.6,60.0,49.2,0.6,21.7,9.2,-6.3,-3.5,24.2,0.6,1.5,0.3,0.0,0.1,85.1,0.3,-18.4,1338.44,6.8,67.5
Guyana,11.7,92.6,82.4,73.6,58.7,0.7,31.3,1.1,-2.4,-0.2,5.4,0.6,1.4,0.2,0.0,0.4,53.4,0.0,-2.5,5668.83,11.8,65.3
Haiti,52.3,59.9,25.1,58.7,54.6,0.7,83.0,6.4,-6.6,-0.3,0.3,1.9,0.5,0.4,-0.5,0.2,79.3,0.0,19.3,1471.60,7.4,17.3
Honduras,15.0,86.6,74.7,71.7,63.7,0.7,48.2,7.3,-3.6,-10.7,18.5,1.7,1.2,0.6,-0.1,1.1,45.7,0.3,18.4,4183.70,3.1,30.7
Hungary,0.0,99.9,98.0,90.0,66.0,0.7,6.2,-0.6,4.9,1.2,13.3,5.3,1.9,2.6,0.0,5.2,6.0,2.9,5.0,21876.93,7.8,80.6
Iceland,0.0,100.0,98.8,96.4,71.8,0.8,7.7,7.3,10.1,0.1,17.6,1.5,37.2,16.3,-0.6,6.6,86.8,0.3,1.4,38507.59,3.0,88.3
India,16.2,88.4,33.6,63.4,57.4,0.6,7.7,6.1,-1.3,1.5,7.9,33.5,0.5,0.5,-0.1,1.1,30.2,0.6,19.3,4445.17,4.1,67.5
Indonesia,15.9,83.2,55.1,69.6,60.9,0.7,7.8,5.4,-2.9,-2.7,12.9,5.6,0.9,0.8,0.0,1.5,36.2,0.1,14.0,8432.70,8.4,24.5
Iran,6.5,95.5,86.7,69.4,64.5,0.6,14.1,4.6,-6.3,0.8,9.1,67.9,0.8,2.8,-0.3,6.7,0.5,0.0,10.0,17114.97,10.5,12.2
Iraq,25.9,84.2,81.7,63.0,61.2,0.6,6.4,10.9,-9.5,0.0,0.3,73.4,0.4,0.9,0.0,2.5,1.2,0.0,2.6,12380.02,15.3,53.6
Ireland,0.0,97.2,90.0,99.4,70.1,0.8,7.5,9.0,9.5,1.3,1.5,1.4,2.4,3.3,0.1,9.8,3.9,1.1,11.5,44088.25,6.0,86.8
Israel,0.0,100.0,100.0,91.4,71.9,0.7,17.3,8.0,3.5,0.0,21.1,79.7,1.7,3.1,-0.1,8.8,4.7,1.2,10.2,29063.81,6.1,70.6
Italy,0.0,100.0,99.5,91.5,71.9,0.7,10.7,1.9,3.5,2.2,20.6,28.1,2.0,3.1,0.0,7.2,10.8,7.9,6.4,35071.11,6.7,115.4
Jamaica,8.0,93.7,81.4,79.4,65.7,0.7,17.4,1.4,0.0,-0.4,33.4,7.5,0.8,1.3,0.1,3.6,14.0,0.1,2.5,8068.55,10.6,142.0
Japan,0.0,100.0,100.0,87.1,74.3,0.7,9.2,0.2,7.0,0.2,24.8,19.1,1.4,3.9,0.1,8.8,3.1,0.2,7.0,33853.42,4.0,215.8
Jordan,5.0,96.9,98.3,81.9,64.3,0.6,7.4,17.5,0.3,0.0,3.8,92.4,1.0,1.2,0.0,3.2,1.7,0.1,11.4,10904.75,12.7,67.1
Kazakhstan,5.0,93.3,97.3,89.9,61.2,0.7,6.1,6.2,-2.9,0.0,4.9,18.3,1.2,4.5,-0.3,14.7,1.0,0.1,-3.7,19073.51,6.6,10.7
Kenya,25.7,58.5,28.7,63.6,51.8,0.6,22.7,11.1,-4.5,1.2,21.5,3.2,0.8,0.5,0.0,0.2,83.4,0.0,7.3,2605.35,9.4,44.4
"Korea, North",41.0,99.7,76.1,80.5,62.0,0.7,8.9,2.3,-9.1,-10.5,4.2,11.2,0.5,0.8,0.0,2.9,11.3,0.2,29.0,1038.00,4.2,30.0
"Korea, South",5.0,97.6,100.0,99.3,71.9,0.6,7.8,2.2,4.0,-1.2,14.3,41.9,1.6,4.6,-0.1,10.0,0.6,0.7,17.9,29824.73,3.2,30.8
Kuwait,5.0,99.0,100.0,81.4,64.8,0.6,8.9,27.3,1.3,0.1,7.6,275.0,1.5,10.6,0.0,26.5,0.0,0.2,25.4,61124.43,1.8,11.3
Kyrgyz Republic,8.7,84.6,92.6,75.7,61.5,0.7,7.5,4.3,-5.3,-0.9,30.3,32.6,0.9,0.6,-0.2,1.3,27.7,0.1,3.0,2718.92,8.2,59.7
Laos,24.2,63.3,52.6,59.8,55.5,0.7,9.7,7.1,-5.7,5.6,19.1,1.5,1.1,0.2,0.0,0.4,53.4,0.1,-3.0,3719.08,1.4,62.1
Latvia,0.0,98.8,84.8,94.7,65.3,0.7,10.2,-4.3,3.5,1.8,32.2,0.6,3.6,2.1,-0.1,3.6,30.0,8.9,3.6,17833.50,7.4,40.3
Lebanon,5.0,95.3,81.3,76.9,64.4,0.6,9.7,4.9,-4.5,0.6,7.5,24.3,1.4,1.3,0.0,3.8,3.5,0.3,-5.5,16107.15,7.2,138.4
Lesotho,11.4,80.5,27.6,64.4,43.0,0.8,44.1,3.4,-1.6,0.1,21.1,1.4,1.2,0.3,0.0,0.1,85.1,0.0,22.4,2308.21,25.3,35.2
Liberia,35.5,69.4,15.1,63.9,50.5,0.6,11.9,16.9,-6.1,-3.1,11.9,0.6,1.1,0.3,0.0,0.1,85.1,0.0,-75.6,719.18,5.1,33.4
Libya,0.0,91.0,96.6,93.3,63.7,0.6,8.9,7.0,-4.7,0.0,0.3,746.3,1.2,2.9,0.1,6.9,0.9,0.1,34.1,29646.61,18.8,1.6
Lithuania,0.0,94.2,89.7,96.8,64.7,0.7,10.7,-4.8,4.0,2.4,16.6,7.6,2.8,3.0,-0.1,3.9,10.7,4.6,17.0,20543.39,5.8,36.3
Luxembourg,0.0,100.0,97.6,75.8,70.5,0.7,8.2,7.0,10.1,0.0,39.1,1.4,3.6,8.6,0.1,21.7,3.2,2.7,22.2,88662.11,5.1,19.6
Macedonia,0.0,99.3,90.5,71.3,66.2,0.7,16.4,0.8,-0.5,1.9,12.2,8.6,1.3,1.5,-0.1,4.4,8.4,0.3,-0.1,11563.91,33.8,24.1
Madagascar,31.7,45.0,11.1,62.9,54.5,0.7,12.3,12.1,-2.4,-0.8,11.5,4.9,1.0,0.3,0.0,0.1,85.1,0.0,10.6,1362.30,4.3,31.8
Malawi,22.2,77.4,37.9,62.1,45.0,0.7,15.3,12.4,-1.9,-3.5,33.0,7.9,0.7,0.3,0.0,0.1,85.1,0.0,7.4,976.87,7.5,52.9
Malaysia,5.0,96.7,94.6,69.6,65.6,0.6,19.2,7.2,1.5,1.6,23.8,1.9,1.8,2.8,-0.2,7.0,3.3,0.0,14.8,20335.81,3.3,51.9
Mali,5.3,62.8,21.5,46.6,49.0,0.6,9.2,14.1,-1.6,-0.6,8.7,4.3,1.4,0.3,0.0,0.1,85.1,0.0,9.7,1976.95,8.4,25.4
Malta,0.0,100.0,100.0,79.9,70.5,0.7,52.2,2.1,7.6,0.0,38.8,58.7,1.9,2.0,0.0,6.3,0.1,0.1,8.3,28611.63,6.0,67.6
Mauritania,8.3,51.9,33.2,43.0,53.7,0.6,11.3,11.0,-5.1,-0.1,0.0,11.8,1.8,0.3,0.0,0.1,85.1,0.1,-6.8,3571.16,31.2,86.9
Mauritius,5.1,99.6,92.4,77.2,65.3,0.7,9.5,1.6,4.8,-1.7,5.7,26.4,1.5,1.0,-0.1,2.8,20.6,0.0,9.5,15283.50,7.2,52.0
Mexico,5.0,93.0,80.9,74.2,66.5,0.7,22.0,6.4,-1.1,-0.7,16.4,17.3,1.3,1.6,0.0,3.9,8.9,1.5,8.0,15054.11,3.5,42.2
Moldova,0.0,86.9,74.7,70.5,62.1,0.7,9.3,-0.8,-2.5,1.9,4.3,8.7,1.4,0.9,0.0,2.1,3.3,0.5,17.1,3829.43,4.0,26.9
Mongolia,27.9,62.0,55.1,79.4,60.4,0.7,8.8,5.7,-1.1,0.9,16.0,1.6,4.1,1.4,-0.3,4.9,5.0,0.0,9.9,7437.44,5.6,31.0
Montenegro,0.0,98.5,92.5,84.6,66.8,0.7,6.9,0.7,0.6,14.9,22.4,2.5,1.6,2.1,-0.2,4.4,27.1,0.4,8.3,13562.04,16.8,40.7
Morocco,5.4,82.5,71.9,61.5,63.3,0.6,12.5,4.4,-2.4,1.5,28.6,39.5,1.0,0.5,-0.1,1.4,11.4,0.0,22.9,6518.85,9.6,49.0
Mozambique,33.3,47.0,17.9,59.1,46.4,0.7,19.0,11.9,-1.8,-2.8,18.1,0.5,0.7,0.4,0.0,0.1,95.8,0.0,-0.7,895.50,22.6,43.2
Myanmar,23.0,75.8,73.8,52.1,57.7,0.7,22.1,2.8,-10.0,-4.7,6.6,2.8,1.3,0.3,0.0,0.1,71.6,0.0,29.0,3678.78,3.5,49.6
Namibia,34.3,85.6,31.3,70.3,54.5,0.7,42.0,6.2,2.9,-0.9,33.6,0.8,1.3,0.7,-0.1,1.4,21.0,0.0,22.3,8653.60,37.6,15.9
Nepal,11.6,85.1,34.7,66.9,59.6,0.6,9.1,4.3,-5.2,-1.8,22.4,4.5,0.8,0.4,0.0,0.1,89.8,0.2,29.2,1958.65,2.7,34.0
Netherlands,0.0,100.0,97.8,99.7,71.2,0.7,8.0,1.3,9.8,0.4,20.0,12.1,2.3,4.9,0.0,10.0,3.6,2.6,14.1,44839.46,2.8,59.0
New Zealand,0.0,100.0,100.0,105.9,70.7,0.8,12.6,4.1,10.3,0.0,45.6,1.6,3.1,4.1,0.0,7.8,32.9,0.9,3.1,31266.87,4.2,26.9
Nicaragua,21.0,83.7,62.7,69.8,60.1,0.7,19.5,5.3,-3.5,-5.8,58.4,0.9,1.1,0.5,0.0,0.7,53.4,1.4,13.5,3819.43,6.2,30.9
Niger,11.8,51.9,8.8,29.0,50.0,0.6,9.0,16.2,-3.8,-0.1,36.2,2.9,1.9,0.1,0.0,0.1,82.7,0.0,5.8,865.61,5.1,24.3
Nigeria,6.0,61.2,31.2,55.7,45.1,0.6,15.7,11.2,-6.2,-4.5,9.6,4.6,1.0,0.7,0.0,0.3,81.6,0.0,2.1,5127.72,7.6,9.6
Norway,0.0,100.0,98.1,97.4,71.3,0.8,6.3,4.4,9.9,0.0,13.6,0.8,4.0,6.8,-0.2,7.4,41.5,5.0,16.4,61520.23,2.6,42.4
Oman,6.7,90.1,95.9,71.0,65.6,0.6,8.9,10.2,2.2,0.0,1.0,84.7,1.8,5.9,-0.6,13.4,0.0,0.0,-2.0,44336.86,7.7,5.9
Pakistan,21.8,90.1,51.2,44.8,56.2,0.5,6.5,8.6,-6.5,-0.6,9.9,74.4,0.5,0.5,0.0,0.8,37.2,0.1,1.4,4200.18,5.0,61.5
Panama,16.4,92.4,71.2,76.4,67.3,0.7,39.0,7.2,0.9,-2.3,36.5,0.7,1.5,0.9,-0.1,1.9,29.1,0.2,36.1,15030.67,5.6,40.2
Papua New Guinea,0.0,38.3,19.0,37.0,55.2,0.7,19.1,10.0,-4.2,-0.1,4.2,0.5,1.6,0.2,0.0,0.4,53.4,0.2,4.3,1914.01,2.5,25.6
Paraguay,12.3,87.0,80.0,72.0,64.3,0.7,28.4,5.7,-4.2,-6.1,27.9,0.5,3.2,0.7,0.0,0.7,159.8,0.2,8.9,6875.13,5.6,15.6
Peru,13.7,83.7,70.3,82.6,63.3,0.7,28.4,5.0,-1.8,-1.0,30.9,0.7,1.7,0.5,-0.1,1.2,23.4,0.7,14.5,9620.33,4.5,25.4
Philippines,13.0,89.5,69.1,79.3,60.3,0.8,13.8,6.4,-3.3,-0.6,14.2,17.0,0.9,0.4,0.0,0.8,42.4,0.1,32.0,5550.36,7.3,43.5
Poland,0.0,97.3,92.8,87.4,67.1,0.7,8.4,0.0,3.9,0.9,35.4,19.7,1.9,2.6,-0.1,7.9,5.7,2.0,8.7,21082.03,7.1,53.3
Portugal,0.0,99.3,98.5,94.8,69.9,0.7,11.2,0.6,6.3,-1.2,8.4,11.8,1.9,2.3,0.1,5.0,17.5,6.2,-2.1,26496.50,7.6,96.2
Qatar,0.0,100.0,98.5,58.7,66.5,0.6,27.6,90.1,3.4,0.0,1.9,374.1,2.1,16.4,0.3,33.5,0.0,0.0,29.1,134871.95,0.3,41.8
Romania,0.0,94.6,76.7,86.9,65.1,0.7,6.7,-4.5,0.8,0.0,6.3,3.3,1.6,1.9,-0.1,4.4,13.5,1.0,6.6,16719.26,5.8,30.5
Russia,0.0,96.1,72.3,82.7,61.3,0.7,13.4,-0.5,-4.3,0.0,1.8,1.4,2.0,4.8,-0.1,10.9,2.6,0.0,12.2,22632.37,6.2,10.6
Rwanda,40.1,71.8,55.3,64.2,51.5,0.7,23.1,11.3,-2.6,0.3,11.4,1.1,0.7,0.3,0.0,0.1,85.1,0.2,6.7,1340.30,0.6,22.6
Saudi Arabia,5.0,97.0,100.0,76.3,63.5,0.6,8.9,10.8,-1.8,0.0,6.2,943.3,1.2,5.9,-0.2,13.6,0.0,0.0,23.5,44181.11,5.1,8.4
Senegal,14.6,73.3,44.1,45.0,55.6,0.6,13.0,11.6,-1.7,0.0,35.1,5.7,1.1,0.3,0.0,0.4,46.1,0.3,10.4,2132.28,9.4,35.5
Serbia,0.0,99.3,96.6,78.4,66.1,0.7,6.0,-1.6,-1.6,0.1,6.5,2.4,1.3,2.3,0.0,6.6,9.7,0.1,8.3,12110.08,13.6,43.7
Sierra Leone,30.7,55.4,12.3,46.4,41.6,0.6,9.7,11.4,-4.4,-0.1,3.9,0.1,1.0,0.3,0.0,0.1,85.1,0.0,-8.1,1319.89,3.4,46.8
Singapore,0.0,100.0,100.0,102.8,72.8,0.7,17.7,16.9,9.2,0.0,4.7,41.9,1.5,5.1,0.3,8.1,0.9,0.0,34.8,70598.04,3.2,97.0
Slovak Republic,0.0,100.0,98.8,81.5,66.6,0.7,5.6,0.3,4.8,0.0,43.0,1.4,2.1,3.4,0.0,6.6,5.1,7.3,7.1,24344.44,9.6,40.8
Slovenia,0.0,99.6,99.1,94.0,69.6,0.7,4.8,2.0,6.0,0.0,54.0,2.9,1.7,3.8,-0.1,8.3,11.0,6.1,14.3,28054.51,4.4,37.9
South Africa,5.0,90.3,62.3,81.3,49.0,0.8,51.3,5.8,1.8,0.0,14.5,11.5,1.0,3.0,-0.1,8.6,9.8,0.0,0.6,11842.42,22.7,34.7
Spain,0.0,100.0,99.9,98.9,71.4,0.8,13.0,6.2,5.2,0.1,19.1,31.7,2.0,3.0,0.1,6.7,7.6,4.5,8.7,32251.94,11.5,60.1
Sri Lanka,26.7,88.8,89.6,76.3,64.2,0.7,9.8,3.1,-2.9,0.0,23.5,24.5,0.8,0.5,0.0,0.6,55.1,0.8,13.5,7499.40,5.2,81.9
Sudan,0.0,56.3,23.1,45.9,54.0,0.6,10.1,10.3,-9.7,-0.1,2.6,71.2,1.8,0.4,0.0,0.3,67.2,0.0,5.8,3620.85,14.8,73.1
Sweden,0.0,100.0,99.3,92.7,71.2,0.8,6.7,3.0,10.4,0.0,25.0,1.5,3.1,5.4,0.1,4.7,31.5,10.8,22.2,42021.51,6.3,37.6
Switzerland,0.0,100.0,99.9,85.0,72.0,0.8,9.1,4.1,10.4,0.0,16.7,4.2,1.9,3.5,0.0,5.6,17.8,11.0,12.5,52980.34,3.4,46.1
Syria,3.0,89.3,93.5,71.4,63.5,0.6,9.0,13.4,-5.4,0.1,1.0,84.2,0.7,1.2,-0.2,3.1,1.1,0.2,-3.4,6374.90,10.9,30.0
Taiwan,6.5,100.0,100.0,96.1,71.9,0.7,9.3,1.5,4.9,0.0,20.3,25.8,2.3,5.1,-0.1,10.5,1.2,0.3,0.0,38592.76,5.9,36.7
Tajikistan,38.0,67.6,93.0,69.2,59.4,0.7,8.4,9.0,-6.6,0.0,6.5,51.7,0.6,0.3,0.0,0.4,55.4,0.0,6.6,2070.45,11.3,36.3
Tanzania,34.5,55.0,12.2,56.4,49.8,0.7,12.2,13.2,-2.1,-0.1,50.3,5.4,1.0,0.4,0.0,0.1,90.2,0.2,13.6,2140.79,2.5,27.3
Thailand,9.5,95.6,93.5,75.8,65.7,0.7,11.6,1.0,-1.9,0.0,25.1,13.7,1.0,1.6,-0.1,3.2,19.3,0.1,11.5,13181.29,1.2,39.9
Togo,21.3,58.6,11.5,60.3,49.8,0.6,15.2,11.5,-5.3,-0.4,31.2,1.2,0.8,0.4,0.0,0.2,83.5,0.1,-17.7,1205.67,7.1,49.9
Trinidad and Tobago,10.4,94.6,91.3,67.3,62.3,0.7,14.2,1.9,0.6,0.0,30.0,8.6,1.1,14.1,-0.3,16.4,0.1,0.0,-16.7,30628.76,4.6,33.8
Tunisia,5.0,94.7,87.7,77.8,66.1,0.6,10.9,4.1,-0.8,0.2,8.7,50.9,1.1,0.9,-0.1,2.0,13.3,1.8,2.2,10315.34,12.4,40.7
Turkey,5.0,97.5,92.0,78.0,64.6,0.6,13.4,5.0,-0.2,0.1,0.2,19.8,1.3,1.4,-0.2,3.7,9.4,0.4,12.0,16193.13,11.0,42.3
